,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
471,High  Bridge,40.836623010706056,-73.9261020935813,Bx 13 168 St Ogden Ave,40.83822881438024,-73.92627223956865,Bus Station
472,High  Bridge,40.836623010706056,-73.9261020935813,Deli & Grocery Store,40.838417453658316,-73.92579525055189,Deli / Bodega
473,High  Bridge,40.836623010706056,-73.9261020935813,wah yong,40.83821105957031,-73.92478942871094,Chinese Restaurant
474,High  Bridge,40.836623010706056,-73.9261020935813,Dunkin',40.8354434,-73.9209927,Donut Shop
475,High  Bridge,40.836623010706056,-73.9261020935813,New York Yankees Clubhouse,40.836733656446015,-73.92969324582211,Sports Club
476,High  Bridge,40.836623010706056,-73.9261020935813,"City Fried Chicken - Bronx, NY",40.834657,-73.92871,Food
477,High  Bridge,40.836623010706056,-73.9261020935813,Shakespeare Pharmacy,40.838394,-73.922815,Pharmacy
478,High  Bridge,40.836623010706056,-73.9261020935813,MTA MaBSTOA Bus Bx35 at Jerome Avenue & River Avenue / East 167th Street,40.83585018047148,-73.92153929399626,Bus Station
479,High  Bridge,40.836623010706056,-73.9261020935813,MTA Subway - 167th St (4),40.83577546087542,-73.92150105031693,Metro Station
480,High  Bridge,40.836623010706056,-73.9261020935813,"Indymar - Bronx, NY",40.840248107910156,-73.9261474609375,Food
481,High  Bridge,40.836623010706056,-73.9261020935813,MTA Bx11/Bx13 Bus Stop,40.84015,-73.924904,Bus Station
482,High  Bridge,40.836623010706056,-73.9261020935813,Boca Chica Seafood Restaurant,40.83508336351872,-73.92166498689815,Seafood Restaurant
483,High  Bridge,40.836623010706056,-73.9261020935813,Hip Hop Wireless (Boost Mobile & T-Mobile),40.835834000000006,-73.920867,Electronics Store
484,High  Bridge,40.836623010706056,-73.9261020935813,El Caldero Restaurant & Sports Bar,40.837514,-73.920771,Latin American Restaurant
485,High  Bridge,40.836623010706056,-73.9261020935813,China Wang,40.841026306152344,-73.92526245117188,Chinese Restaurant
486,Melrose,40.819754370594936,-73.90942160757436,Blink Fitness,40.819348335992856,-73.91037296422388,Gym / Fitness Center
487,Melrose,40.819754370594936,-73.90942160757436,Senshi Okami Martial Arts Center,40.81929518737401,-73.91415820740936,Martial Arts School
488,Melrose,40.819754370594936,-73.90942160757436,Blink Fitness,40.81947,-73.910522,Gym
489,Melrose,40.819754370594936,-73.90942160757436,Perry Coffee Shop.,40.823181,-73.910928,Diner
490,Melrose,40.819754370594936,-73.90942160757436,Forman Mills,40.81953765316625,-73.91368592998396,Clothing Store
491,Melrose,40.819754370594936,-73.90942160757436,Aldi,40.8192658,-73.9135694,Supermarket
492,Melrose,40.819754370594936,-73.90942160757436,Old Bronx Courthouse,40.82289406790778,-73.90956520155662,Art Gallery
493,Melrose,40.819754370594936,-73.90942160757436,Dunkin',40.8199185,-73.9135069,Donut Shop
494,Melrose,40.819754370594936,-73.90942160757436,Cinco de Mayo,40.82267438620963,-73.9115917352008,Mexican Restaurant
495,Melrose,40.819754370594936,-73.90942160757436,Rite Aid,40.8157254,-73.9089905,Pharmacy
496,Melrose,40.819754370594936,-73.90942160757436,Pizza Hut,40.816248,-73.910317,Pizza Place
497,Melrose,40.819754370594936,-73.90942160757436,Dollar Tree,40.8159363636364,-73.9103745454545,Discount Store
498,Melrose,40.819754370594936,-73.90942160757436,Subway,40.820287044301864,-73.91275633510156,Sandwich Place
499,Melrose,40.819754370594936,-73.90942160757436,Subway,40.823119,-73.910767,Sandwich Place
500,Melrose,40.819754370594936,-73.90942160757436,Bravo Supermarkets,40.81780882,-73.90552901,Grocery Store
501,Melrose,40.819754370594936,-73.90942160757436,Duane Reade,40.82388130851618,-73.90920281410223,Pharmacy
502,Melrose,40.819754370594936,-73.90942160757436,Domino's Pizza,40.81982581801686,-73.91359559729159,Pizza Place
503,Melrose,40.819754370594936,-73.90942160757436,Staples,40.81917792563707,-73.91373910011791,Paper / Office Supplies Store
504,Melrose,40.819754370594936,-73.90942160757436,GNC,40.818237469282394,-73.91488436020516,Supplement Shop
505,Melrose,40.819754370594936,-73.90942160757436,CTown Supermarkets,40.82337247401143,-73.9089269883284,Grocery Store
506,Melrose,40.819754370594936,-73.90942160757436,Marshalls,40.8179276,-73.9147179,Department Store
507,Melrose,40.819754370594936,-73.90942160757436,Little Caesars Pizza,40.820126,-73.912712,Pizza Place
508,Melrose,40.819754370594936,-73.90942160757436,Family Dollar,40.8203838772992,-73.91018504734032,Discount Store
509,Melrose,40.819754370594936,-73.90942160757436,3rd Ave Gourmet,40.820126,-73.912712,Deli / Bodega
510,Melrose,40.819754370594936,-73.90942160757436,Rite Aid,40.819402000000004,-73.913044,Pharmacy
511,Melrose,40.819754370594936,-73.90942160757436,Linda's Pizzeria,40.82376,-73.908632,Pizza Place
512,Mott Haven,40.80623874935177,-73.91609987487575,Pio Pio,40.80604732187535,-73.91418540969559,Peruvian Restaurant
513,Mott Haven,40.80623874935177,-73.91609987487575,CrossFit SoBro (South Bronx),40.807106109371404,-73.91147735194403,Gym
514,Mott Haven,40.80623874935177,-73.91609987487575,Golden Pizza,40.80759560775795,-73.91931837081113,Pizza Place
515,Mott Haven,40.80623874935177,-73.91609987487575,Milk Burger,40.80355153583704,-73.91999199112358,Burger Joint
516,Mott Haven,40.80623874935177,-73.91609987487575,Dollar Tree,40.806340754717,-73.9163441509434,Discount Store
517,Mott Haven,40.80623874935177,-73.91609987487575,Dunkin',40.807650351306286,-73.91887973235742,Donut Shop
518,Mott Haven,40.80623874935177,-73.91609987487575,T-Mobile,40.80729361956614,-73.91919457981203,Mobile Phone Shop
519,Mott Haven,40.80623874935177,-73.91609987487575,U-Haul Moving & Storage of Port Morris,40.803854,-73.911245,Storage Facility
520,Mott Haven,40.80623874935177,-73.91609987487575,Pioneer Supermarket,40.807118,-73.916884,Grocery Store
521,Mott Haven,40.80623874935177,-73.91609987487575,Dunkin',40.80567013234408,-73.91133806524977,Donut Shop
522,Mott Haven,40.80623874935177,-73.91609987487575,Rite Aid,40.8071936,-73.9179348,Pharmacy
523,Mott Haven,40.80623874935177,-73.91609987487575,Good Choice Chinese Restaurant,40.806515999999995,-73.917477,Chinese Restaurant
524,Mott Haven,40.80623874935177,-73.91609987487575,Foo Hing Chinese Restaurant,40.807094,-73.918821,Chinese Restaurant
525,Mott Haven,40.80623874935177,-73.91609987487575,Little Caesars Pizza,40.80768677796418,-73.91964096621585,Pizza Place
526,Mott Haven,40.80623874935177,-73.91609987487575,Fast Wok,40.807935142288024,-73.91899797004156,Chinese Restaurant
527,Mott Haven,40.80623874935177,-73.91609987487575,antiquarian cookbook store,40.80288898269176,-73.91549015883658,Bookstore
528,Mott Haven,40.80623874935177,-73.91609987487575,The Bronx Box,40.807089517104146,-73.91152774392162,Gym
529,Mott Haven,40.80623874935177,-73.91609987487575,Picanteria El Botecito,40.8035774230957,-73.9192886352539,Spanish Restaurant
530,Mott Haven,40.80623874935177,-73.91609987487575,Seafood Kingz,40.80376589168608,-73.91997394554181,Fish & Chips Shop
531,Mott Haven,40.80623874935177,-73.91609987487575,Rincon Ecuatoriano,40.803759,-73.911875,Latin American Restaurant
532,Mott Haven,40.80623874935177,-73.91609987487575,Zaros Bread Basket,40.803867,-73.920739,Bakery
533,Port Morris,40.801663627756206,-73.91322139386135,The Bronx Brewery,40.80177432001329,-73.91029715538025,Brewery
534,Port Morris,40.801663627756206,-73.91322139386135,Port Morris Distillery,40.800526,-73.913513,Distillery
535,Port Morris,40.801663627756206,-73.91322139386135,Pio Pio,40.80604732187535,-73.91418540969559,Peruvian Restaurant
536,Port Morris,40.801663627756206,-73.91322139386135,U-Haul Moving & Storage of Port Morris,40.803854,-73.911245,Storage Facility
537,Port Morris,40.801663627756206,-73.91322139386135,Dunkin',40.80567013234408,-73.91133806524977,Donut Shop
538,Port Morris,40.801663627756206,-73.91322139386135,Walnut Bus Stop,40.800515999999995,-73.910598,Restaurant
539,Port Morris,40.801663627756206,-73.91322139386135,Rincon Ecuatoriano,40.803759,-73.911875,Latin American Restaurant
540,Port Morris,40.801663627756206,-73.91322139386135,Randalls Field Island 2,40.802808512964205,-73.91643744632948,Baseball Field
541,Port Morris,40.801663627756206,-73.91322139386135,Johnstone Supply Bronx,40.8033874695234,-73.90911374859743,Furniture / Home Store
542,Port Morris,40.801663627756206,-73.91322139386135,Jonathan Adler Warehouse Sale,40.802809532205615,-73.90796336529024,Furniture / Home Store
543,Longwood,40.81509904545822,-73.8957882009446,Subway,40.8163212057934,-73.89664561468527,Sandwich Place
544,Longwood,40.81509904545822,-73.8957882009446,Di-Elle's Restaurant,40.817116072359624,-73.89642925178612,Diner
545,Longwood,40.81509904545822,-73.8957882009446,El Valle Restaurant,40.81611317943814,-73.89630997108353,Latin American Restaurant
546,Longwood,40.81509904545822,-73.8957882009446,Dunkin',40.81660291715015,-73.89218437361069,Donut Shop
547,Longwood,40.81509904545822,-73.8957882009446,CTown Supermarkets,40.81696566873799,-73.89580383896828,Grocery Store
548,Longwood,40.81509904545822,-73.8957882009446,McDonald's,40.81695971032464,-73.89253154397016,Fast Food Restaurant
549,Longwood,40.81509904545822,-73.8957882009446,MATECAÑA,40.81684494018555,-73.9010009765625,Deli / Bodega
550,Hunts Point,40.80972987938709,-73.88331505955291,Hunts Point Juice Bar,40.812228000000005,-73.887617,Juice Bar
551,Hunts Point,40.80972987938709,-73.88331505955291,Fratellis Pizza Cafe,40.809804094265985,-73.88076041395101,Pizza Place
552,Hunts Point,40.80972987938709,-73.88331505955291,Chase Bank,40.810907,-73.883265,Bank
553,Hunts Point,40.80972987938709,-73.88331505955291,Randall Restaurant,40.812151,-73.884431,Spanish Restaurant
554,Hunts Point,40.80972987938709,-73.88331505955291,Hunts Point Terminal Market,40.812624369344505,-73.88093908080793,Farmers Market
555,Hunts Point,40.80972987938709,-73.88331505955291,Mogridder's BBQ,40.81237409029732,-73.88382514368304,BBQ Joint
556,Hunts Point,40.80972987938709,-73.88331505955291,City Tamale Inc,40.8102546,-73.8846809,Mexican Restaurant
557,Hunts Point,40.80972987938709,-73.88331505955291,the point cafe & grill,40.809757377602175,-73.88073013708618,Café
558,Hunts Point,40.80972987938709,-73.88331505955291,Sanitation Salvage Corp.,40.80888,-73.88706,Waste Facility
559,Hunts Point,40.80972987938709,-73.88331505955291,Garyline,40.806799,-73.881074,Shipping Store
560,Hunts Point,40.80972987938709,-73.88331505955291,"Dairyland, The Chefs' Warehouse",40.806282,-73.883848,Gourmet Shop
561,Hunts Point,40.80972987938709,-73.88331505955291,American Banana Company,40.806275,-73.885127,Food
562,Hunts Point,40.80972987938709,-73.88331505955291,City Produce (Gristedes Supermarkets Warehouse),40.808241,-73.881128,Grocery Store
563,Morrisania,40.82359198585534,-73.90150648943059,Giovani's Big Pizza,40.81970573131934,-73.90166616609164,Pizza Place
564,Morrisania,40.82359198585534,-73.90150648943059,Dollar General,40.824978,-73.89967,Discount Store
565,Morrisania,40.82359198585534,-73.90150648943059,Longwood Fish Market,40.8193886675347,-73.90196112955415,Fish Market
566,Morrisania,40.82359198585534,-73.90150648943059,Baskin-Robbins,40.825033006951685,-73.90023994508715,Ice Cream Shop
567,Morrisania,40.82359198585534,-73.90150648943059,Rite Aid,40.81958634904598,-73.90115350484854,Pharmacy
568,Morrisania,40.82359198585534,-73.90150648943059,Dollar Tree,40.82154,-73.897385,Discount Store
569,Morrisania,40.82359198585534,-73.90150648943059,Dunkin',40.81999311010566,-73.901906513212,Donut Shop
570,Morrisania,40.82359198585534,-73.90150648943059,SUBWAY,40.82004529984566,-73.90167646132129,Sandwich Place
571,Morrisania,40.82359198585534,-73.90150648943059,Intervale Avenue,40.82216329726711,-73.89665253396099,Bowling Alley
572,Morrisania,40.82359198585534,-73.90150648943059,Dunkin',40.82508,-73.900406,Donut Shop
573,Morrisania,40.82359198585534,-73.90150648943059,Western Beef,40.8249042352387,-73.89995318435037,Grocery Store
574,Morrisania,40.82359198585534,-73.90150648943059,White Castle,40.82196576899963,-73.89745368185665,Fast Food Restaurant
575,Morrisania,40.82359198585534,-73.90150648943059,McDonald's,40.819665,-73.901987,Fast Food Restaurant
576,Morrisania,40.82359198585534,-73.90150648943059,Come And Get It Fish And Chips,40.82278823852539,-73.90253448486328,Fish & Chips Shop
577,Morrisania,40.82359198585534,-73.90150648943059,Great Wall Chinese Food,40.823273182797735,-73.90004240721701,Chinese Restaurant
578,Morrisania,40.82359198585534,-73.90150648943059,MTA Bx6 AT 163rd & Trinity Ave,40.823266462592336,-73.90536824776562,Bus Station
579,Morrisania,40.82359198585534,-73.90150648943059,San Marcos,40.822229,-73.897143,Latin American Restaurant
580,Morrisania,40.82359198585534,-73.90150648943059,MTA Bus - Bx17 - Prospect Avenue & East 166th Street,40.82594723217736,-73.8977391949217,Bus Stop
581,Morrisania,40.82359198585534,-73.90150648943059,MTA Subway - Intervale Ave (2/5),40.82218025464429,-73.8967354576721,Metro Station
582,Morrisania,40.82359198585534,-73.90150648943059,"MTA MaBSTOA Bus at Westchester Ave & Prospect Ave: (Bx4, Bx4A, Bx17, Bx46)",40.81970407848528,-73.901606798172,Bus Station
583,Morrisania,40.82359198585534,-73.90150648943059,Price Choice,40.82241225471763,-73.89622764731743,Grocery Store
584,Morrisania,40.82359198585534,-73.90150648943059,Intervale Liquors,40.821288,-73.89654300000001,Liquor Store
585,Soundview,40.821012197914015,-73.86574609554924,Jimbo's,40.82336160292545,-73.86814504394364,Breakfast Spot
586,Soundview,40.821012197914015,-73.86574609554924,Rite Aid,40.8230921,-73.8687359,Pharmacy
587,Soundview,40.821012197914015,-73.86574609554924,World Famous New Orleans Chicken,40.82309623405406,-73.86746800399284,Fried Chicken Joint
588,Soundview,40.821012197914015,-73.86574609554924,Papa Chu Deli and Grocery,40.820735931396484,-73.86585998535156,Grocery Store
589,Soundview,40.821012197914015,-73.86574609554924,Golden City Chinese Restaurant,40.82143531101194,-73.86637130850734,Chinese Restaurant
590,Soundview,40.821012197914015,-73.86574609554924,Kee Hing Restaurant,40.822140999999995,-73.8677,Chinese Restaurant
591,Soundview,40.821012197914015,-73.86574609554924,Cee & Cee Store,40.82228469848633,-73.86762237548828,Discount Store
592,Soundview,40.821012197914015,-73.86574609554924,Western Beef,40.82186623318325,-73.86748823969909,Grocery Store
593,Soundview,40.821012197914015,-73.86574609554924,Kansas Fried Chicken,40.822881,-73.86734100000001,Burger Joint
594,Soundview,40.821012197914015,-73.86574609554924,MTA Bus - Story Av & Noble Av (Bx5),40.82282992165103,-73.86842787265778,Bus Stop
595,Soundview,40.821012197914015,-73.86574609554924,Story Playground,40.8227797299732,-73.86221075582331,Playground
596,Soundview,40.821012197914015,-73.86574609554924,Cablevision,40.82402749561908,-73.86799238800111,Video Store
597,Soundview,40.821012197914015,-73.86574609554924,Don Leo,40.818336,-73.86274,Latin American Restaurant
598,Soundview,40.821012197914015,-73.86574609554924,Mta Bx 5,40.822617596222926,-73.87057771289965,Bus Station
599,Soundview,40.821012197914015,-73.86574609554924,King Dragon Restaurant,40.81689,-73.86547,Chinese Restaurant
600,Clason Point,40.80655112003589,-73.85414416189266,Clason Point Park,40.80601244585228,-73.84957637783666,Park
601,Clason Point,40.80655112003589,-73.85414416189266,Shorehaven Clubhouse,40.80558776855469,-73.85492706298828,Pool
602,Clason Point,40.80655112003589,-73.85414416189266,Shore Haven bikepath,40.80746238044827,-73.85447516703087,Park
603,Clason Point,40.80655112003589,-73.85414416189266,Harding Park/Water Front,40.805825750551904,-73.85786298398283,Park
604,Clason Point,40.80655112003589,-73.85414416189266,Shop Smart Food Mart Soundview Ave,40.80947620728788,-73.85456705405758,Grocery Store
605,Clason Point,40.80655112003589,-73.85414416189266,MTA New York City Bus - Bx27/Bx39 @ Clason Point,40.809623425255666,-73.85538829245401,Bus Stop
606,Clason Point,40.80655112003589,-73.85414416189266,Harding Park,40.80924776029211,-73.85650815747184,Park
607,Clason Point,40.80655112003589,-73.85414416189266,New Orleans 99 Cents Plus,40.810340881347656,-73.85610961914062,Convenience Store
608,Clason Point,40.80655112003589,-73.85414416189266,NYC Ferry Soundview Terminal,40.80471,-73.84889,Boat or Ferry
609,Clason Point,40.80655112003589,-73.85414416189266,Maravilla's Bar and Grill,40.810871999999996,-73.85537,South American Restaurant
610,Throgs Neck,40.81510925804005,-73.81635002158441,Muscle Maker Grill,40.81939123374593,-73.81729767562672,American Restaurant
611,Throgs Neck,40.81510925804005,-73.81635002158441,Tosca Café,40.819204436132736,-73.81746681637895,Bar
612,Throgs Neck,40.81510925804005,-73.81635002158441,Green Dragon,40.81887820776003,-73.81679306899113,Asian Restaurant
613,Throgs Neck,40.81510925804005,-73.81635002158441,The Miles Coffee Bar,40.81946172710321,-73.81735175518574,Coffee Shop
614,Throgs Neck,40.81510925804005,-73.81635002158441,S & W Deli,40.81948470960523,-73.81758001179004,Deli / Bodega
615,Throgs Neck,40.81510925804005,-73.81635002158441,Bridges Sports Bar,40.81894927151521,-73.8173667230774,Sports Bar
616,Throgs Neck,40.81510925804005,-73.81635002158441,Tosca Marquee,40.81922225798978,-73.81760066505247,Italian Restaurant
617,Throgs Neck,40.81510925804005,-73.81635002158441,Franks Pizza & Restaurant,40.818721232539104,-73.81723942127738,Pizza Place
618,Throgs Neck,40.81510925804005,-73.81635002158441,Hawaii Chinese Kitchen,40.818697,-73.817371,Chinese Restaurant
619,Throgs Neck,40.81510925804005,-73.81635002158441,327 East 149th Inc,40.817215726497274,-73.82056618091904,Mobile Phone Shop
620,Country Club,40.844245936947374,-73.8240992675385,Barino's Market,40.84611596460709,-73.81941147024399,Sandwich Place
621,Country Club,40.844245936947374,-73.8240992675385,SUBWAY,40.84328,-73.826175,Sandwich Place
622,Country Club,40.844245936947374,-73.8240992675385,The Z Bridge,40.84699542871921,-73.82636547088623,Flea Market
623,Country Club,40.844245936947374,-73.8240992675385,Little Tykes Daycare,40.840896,-73.824136,Playground
624,Country Club,40.844245936947374,-73.8240992675385,Pelham Park Field 2,40.84817326864399,-73.82467854082863,Athletics & Sports
625,Parkchester,40.837937822267286,-73.85600310535783,Taqueria Tlaxcali,40.83609833012624,-73.85494781241097,Mexican Restaurant
626,Parkchester,40.837937822267286,-73.85600310535783,Jerry's Pizza,40.83587881991851,-73.8556310850081,Pizza Place
627,Parkchester,40.837937822267286,-73.85600310535783,Metropolitan Oval,40.838142641138084,-73.86008019713897,Plaza
628,Parkchester,40.837937822267286,-73.85600310535783,Neerob,40.83611083931938,-73.85490233193293,Asian Restaurant
629,Parkchester,40.837937822267286,-73.85600310535783,Ellie's Diner,40.83788039213797,-73.86013179887586,American Restaurant
630,Parkchester,40.837937822267286,-73.85600310535783,Chang Li Supermarket,40.83489492075461,-73.85535140525982,Supermarket
631,Parkchester,40.837937822267286,-73.85600310535783,Sabor Latino Seafood Restaurant,40.83636550185743,-73.85303360278897,Chinese Restaurant
632,Parkchester,40.837937822267286,-73.85600310535783,Dollar Tree,40.833582585183606,-73.85672231792417,Discount Store
633,Parkchester,40.837937822267286,-73.85600310535783,Blink Fitness,40.83532458554998,-73.86074223576577,Gym
634,Parkchester,40.837937822267286,-73.85600310535783,GameStop,40.83681460824893,-73.86086299073948,Video Game Store
635,Parkchester,40.837937822267286,-73.85600310535783,Golden Krust Caribbean Restaurant,40.83617444841861,-73.86101282187846,Caribbean Restaurant
636,Parkchester,40.837937822267286,-73.85600310535783,Key Food,40.83930180254901,-73.8588691457473,Supermarket
637,Parkchester,40.837937822267286,-73.85600310535783,Carter's,40.835363,-73.860701,Kids Store
638,Parkchester,40.837937822267286,-73.85600310535783,AT&T,40.83661363234151,-73.86120713646727,Mobile Phone Shop
639,Parkchester,40.837937822267286,-73.85600310535783,Pizza Hut,40.833836654425596,-73.85701797438742,Pizza Place
640,Parkchester,40.837937822267286,-73.85600310535783,Marshalls,40.8363586,-73.8600828,Department Store
641,Parkchester,40.837937822267286,-73.85600310535783,Key Food,40.83677163685619,-73.85714085785973,Supermarket
642,Parkchester,40.837937822267286,-73.85600310535783,Popeyes Louisiana Kitchen,40.8374783353894,-73.86000322229765,Fried Chicken Joint
643,Parkchester,40.837937822267286,-73.85600310535783,The Children's Place,40.835642478681024,-73.86105026460257,Kids Store
644,Parkchester,40.837937822267286,-73.85600310535783,Evo cocktail lounge & restaurant,40.83437735604243,-73.85359914318475,Restaurant
645,Parkchester,40.837937822267286,-73.85600310535783,Domino's Pizza,40.8338818,-73.8568304,Pizza Place
646,Parkchester,40.837937822267286,-73.85600310535783,New York & Company,40.837006667189044,-73.86079459726452,Women's Store
647,Parkchester,40.837937822267286,-73.85600310535783,Chase Bank,40.83738267334231,-73.86084762405696,Bank
648,Parkchester,40.837937822267286,-73.85600310535783,Mattress Firm,40.83561706542969,-73.86028289794922,Mattress Store
649,Parkchester,40.837937822267286,-73.85600310535783,Subway,40.8362686,-73.8601667,Sandwich Place
650,Parkchester,40.837937822267286,-73.85600310535783,Crown Fried Chicken,40.835419,-73.855777,Southern / Soul Food Restaurant
651,Parkchester,40.837937822267286,-73.85600310535783,Fine Fare,40.84062174187964,-73.85580178181809,Supermarket
652,Parkchester,40.837937822267286,-73.85600310535783,Parkchester Pharmacy,40.840734999999995,-73.855535,Medical Center
653,Parkchester,40.837937822267286,-73.85600310535783,Mail N Parcel,40.83647766635267,-73.85216649140882,Shipping Store
654,Parkchester,40.837937822267286,-73.85600310535783,Santander Bank,40.8359013,-73.8602378,Bank
655,Parkchester,40.837937822267286,-73.85600310535783,Pioneer Supermarket,40.83524,-73.85235899999999,Supermarket
656,Parkchester,40.837937822267286,-73.85600310535783,Foodtown,40.837175374490556,-73.86131302775397,Supermarket
657,Parkchester,40.837937822267286,-73.85600310535783,Canoa,40.835417,-73.851739,Spanish Restaurant
658,Parkchester,40.837937822267286,-73.85600310535783,Rainbow Apparel,40.835776,-73.86075799999999,Clothing Store
659,Parkchester,40.837937822267286,-73.85600310535783,Halal Musa Chinese Food,40.833679,-73.8566,Chinese Restaurant
660,Westchester Square,40.8406194964327,-73.84219407604444,Estrellita Poblana IV,40.842072240941214,-73.84404435344297,Mexican Restaurant
661,Westchester Square,40.8406194964327,-73.84219407604444,El Bohio Tropical Restaurant,40.840607260597984,-73.84317651798457,Latin American Restaurant
662,Westchester Square,40.8406194964327,-73.84219407604444,Wendy’s,40.842899804531605,-73.84535953402519,Fast Food Restaurant
663,Westchester Square,40.8406194964327,-73.84219407604444,McDermott's Pub,40.84274284003696,-73.8460283886102,Pub
664,Westchester Square,40.8406194964327,-73.84219407604444,Legacy Bar,40.84178312211722,-73.84340328012033,Bar
665,Westchester Square,40.8406194964327,-73.84219407604444,Tremont Diner,40.840050580869566,-73.83729837723685,Diner
666,Westchester Square,40.8406194964327,-73.84219407604444,Ljubo's Pizza,40.84024251376612,-73.84335520763584,Pizza Place
667,Westchester Square,40.8406194964327,-73.84219407604444,BAAD! The Bronx Academy of Arts and Dance,40.838194177752165,-73.84455685905208,Indie Theater
668,Westchester Square,40.8406194964327,-73.84219407604444,Star Fitness,40.838018684178934,-73.8413951857843,Gym
669,Westchester Square,40.8406194964327,-73.84219407604444,Walgreens,40.8416818,-73.8432682,Pharmacy
670,Westchester Square,40.8406194964327,-73.84219407604444,T-Mobile,40.841666026046994,-73.84405924946799,Mobile Phone Shop
671,Westchester Square,40.8406194964327,-73.84219407604444,Subway,40.841079606624646,-73.84234987315659,Sandwich Place
672,Westchester Square,40.8406194964327,-73.84219407604444,Kai Asian Fusion,40.843590837833744,-73.84558937077266,Asian Restaurant
673,Westchester Square,40.8406194964327,-73.84219407604444,GameStop,40.84181739891886,-73.84383685727305,Video Game Store
674,Westchester Square,40.8406194964327,-73.84219407604444,White Castle,40.840287158930614,-73.84129308432539,Fast Food Restaurant
675,Westchester Square,40.8406194964327,-73.84219407604444,Little Caesars Pizza,40.841101354000024,-73.84313827623544,Pizza Place
676,Westchester Square,40.8406194964327,-73.84219407604444,Dunkin',40.84110464580088,-73.83929859761236,Donut Shop
677,Westchester Square,40.8406194964327,-73.84219407604444,Dunkin',40.84248070052652,-73.84583683966457,Donut Shop
678,Westchester Square,40.8406194964327,-73.84219407604444,Westchester Square,40.84419097116409,-73.84518474766568,Park
679,Westchester Square,40.8406194964327,-73.84219407604444,Dollar Tree,40.843187,-73.845951,Discount Store
680,Westchester Square,40.8406194964327,-73.84219407604444,Chase Bank,40.84261839179016,-73.84486409004947,Bank
681,Westchester Square,40.8406194964327,-73.84219407604444,SUBWAY,40.842369,-73.845586,Sandwich Place
682,Westchester Square,40.8406194964327,-73.84219407604444,Rite Aid,40.8417973,-73.8444525,Pharmacy
683,Westchester Square,40.8406194964327,-73.84219407604444,Key Food,40.8423,-73.84524,Supermarket
684,Westchester Square,40.8406194964327,-73.84219407604444,McDonald's,40.84037780761719,-73.84368133544922,Fast Food Restaurant
685,Westchester Square,40.8406194964327,-73.84219407604444,DEAL$,40.842939545911555,-73.84585815939498,Department Store
686,Westchester Square,40.8406194964327,-73.84219407604444,Pelham Bay Little League,40.84169970018915,-73.83927876042986,Baseball Field
687,Westchester Square,40.8406194964327,-73.84219407604444,Caridad  Restaurant,40.84292347926705,-73.84505244354801,Spanish Restaurant
688,Westchester Square,40.8406194964327,-73.84219407604444,MTA Westchester Yard,40.843344273484405,-73.83960613300356,Building
689,Westchester Square,40.8406194964327,-73.84219407604444,NYCT Westchester Yard Tower School Car Classroom,40.84353588414607,-73.83953146913103,Metro Station
690,Westchester Square,40.8406194964327,-73.84219407604444,China Wok,40.844234,-73.845624,Chinese Restaurant
691,Van Nest,40.84360847124718,-73.8662991807561,Morris Park Pizza,40.844961992094355,-73.867605559151,Pizza Place
692,Van Nest,40.84360847124718,-73.8662991807561,Conti's Pastry Shoppe,40.845905639607956,-73.86283608706798,Coffee Shop
693,Van Nest,40.84360847124718,-73.8662991807561,New Morris Deli,40.84652921587026,-73.86387374550078,Deli / Bodega
694,Van Nest,40.84360847124718,-73.8662991807561,Primavera Pizzeria & Restaurant,40.84576058179042,-73.86384770279791,Pizza Place
695,Van Nest,40.84360847124718,-73.8662991807561,Anthony's Pizza,40.84526932730098,-73.86609972700784,Pizza Place
696,Van Nest,40.84360847124718,-73.8662991807561,Arth Aljanathain,40.847338,-73.866632,Middle Eastern Restaurant
697,Van Nest,40.84360847124718,-73.8662991807561,Dunkin',40.84547621271645,-73.86594872329619,Donut Shop
698,Van Nest,40.84360847124718,-73.8662991807561,Ajo Y Oregano,40.839612,-73.86371,Caribbean Restaurant
699,Van Nest,40.84360847124718,-73.8662991807561,Istanbul Cafe,40.847595,-73.867405,Hookah Bar
700,Van Nest,40.84360847124718,-73.8662991807561,Domino's Pizza,40.845313044183776,-73.8646388501092,Pizza Place
701,Van Nest,40.84360847124718,-73.8662991807561,Pioneer Supermarket,40.84590093389996,-73.86317365600169,Supermarket
702,Van Nest,40.84360847124718,-73.8662991807561,Happy Garden,40.84506,-73.865557,Chinese Restaurant
703,Van Nest,40.84360847124718,-73.8662991807561,El Nuevo Pollo Sabroso #2,40.845129,-73.867715,Spanish Restaurant
704,Van Nest,40.84360847124718,-73.8662991807561,Green Olive Deli & Grill,40.84546136399067,-73.86527734152433,Deli / Bodega
705,Van Nest,40.84360847124718,-73.8662991807561,Ronald Pitusa Bakery,40.845733,-73.865935,Bakery
706,Van Nest,40.84360847124718,-73.8662991807561,The Latinos,40.84529113769531,-73.86444854736328,Shop & Service
707,Van Nest,40.84360847124718,-73.8662991807561,FLATLINE SKATESHOP,40.845495,-73.863596,Board Shop
708,Van Nest,40.84360847124718,-73.8662991807561,Prmavera Pizza,40.84578608318194,-73.86394504799824,Pizza Place
709,Van Nest,40.84360847124718,-73.8662991807561,Marco's Salumeria,40.845661,-73.862707,Deli / Bodega
