,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
521,Long Island City,40.75021734610528,-73.93920223915505,Hilton Garden Inn,40.75021553477981,-73.93688589334488,Hotel
522,Long Island City,40.75021734610528,-73.93920223915505,Dutch Kills,40.74783043428339,-73.94010843485533,Cocktail Bar
523,Long Island City,40.75021734610528,-73.93920223915505,Waheyo,40.749947091373215,-73.93942677841457,Mexican Restaurant
524,Long Island City,40.75021734610528,-73.93920223915505,The Baroness Bar,40.75158244595828,-73.93966444998067,Bar
525,Long Island City,40.75021734610528,-73.93920223915505,Brooklyn Boulders Queensbridge,40.752648978649546,-73.94001009018803,Climbing Gym
526,Long Island City,40.75021734610528,-73.93920223915505,Clever Blend Lic,40.750228255772456,-73.93960758219154,Coffee Shop
527,Long Island City,40.75021734610528,-73.93920223915505,JetBlue Support Center,40.75119156668621,-73.93835098854645,Office
528,Long Island City,40.75021734610528,-73.93920223915505,Baker House Market,40.75213718761477,-73.93923493977574,Convenience Store
529,Long Island City,40.75021734610528,-73.93920223915505,Ice & Vice Pop-Up,40.747665,-73.940399,Ice Cream Shop
530,Long Island City,40.75021734610528,-73.93920223915505,The Beast Next Door Cafe & Bar,40.74892560515553,-73.94166005726373,Bar
531,Long Island City,40.75021734610528,-73.93920223915505,Möge Tee,40.749792,-73.941389,Bubble Tea Shop
532,Long Island City,40.75021734610528,-73.93920223915505,Courtyard Long Island City/New York Manhattan View,40.7500804,-73.9372262,Hotel
533,Long Island City,40.75021734610528,-73.93920223915505,Indie LIC,40.74889496653177,-73.94216174033207,Restaurant
534,Long Island City,40.75021734610528,-73.93920223915505,Sweetleaf,40.74853679447502,-73.93878657878295,Coffee Shop
535,Long Island City,40.75021734610528,-73.93920223915505,Dumpling D'or,40.750828,-73.939545,Dumpling Restaurant
536,Long Island City,40.75021734610528,-73.93920223915505,Partners Coffee,40.7475693824323,-73.94145464282613,Coffee Shop
537,Long Island City,40.75021734610528,-73.93920223915505,RESOBOX,40.75103691709408,-73.93910170039331,Café
538,Long Island City,40.75021734610528,-73.93920223915505,Levante,40.747517967937966,-73.94159008228058,Pizza Place
539,Long Island City,40.75021734610528,-73.93920223915505,Aloft Long Island City-Manhattan View,40.7482794,-73.9398239,Hotel
540,Long Island City,40.75021734610528,-73.93920223915505,Raj's Indian Kitchen,40.74997632892085,-73.93926056994543,Indian Restaurant
541,Long Island City,40.75021734610528,-73.93920223915505,Hyatt Place Long Island City / New York City,40.74815355897993,-73.94148383695553,Hotel
542,Long Island City,40.75021734610528,-73.93920223915505,Linc LIC Fitness Center,40.748921179159815,-73.94267946925865,Gym / Fitness Center
543,Long Island City,40.75021734610528,-73.93920223915505,Book Culture,40.747451074575785,-73.94204799529219,Bookstore
544,Long Island City,40.75021734610528,-73.93920223915505,Olives Organic Market,40.749416461001225,-73.94050058774842,Deli / Bodega
545,Long Island City,40.75021734610528,-73.93920223915505,Packard Cafe & Grill,40.751156423431155,-73.93993653131865,Café
546,Long Island City,40.75021734610528,-73.93920223915505,Chipotle Mexican Grill,40.747227491157524,-73.94164881692888,Mexican Restaurant
547,Long Island City,40.75021734610528,-73.93920223915505,M. Wells Steakhouse,40.74839103721746,-73.94233553952344,Steakhouse
548,Long Island City,40.75021734610528,-73.93920223915505,Food Cellar & Co.,40.748097396600215,-73.94278401315896,Supermarket
549,Long Island City,40.75021734610528,-73.93920223915505,Starbucks,40.74745932309569,-73.94203125198355,Coffee Shop
550,Long Island City,40.75021734610528,-73.93920223915505,Luzzo’s,40.7489493677965,-73.94221276016694,Pizza Place
551,Long Island City,40.75021734610528,-73.93920223915505,Murray’s Cheese Bar,40.748523,-73.937843,Cheese Shop
552,Long Island City,40.75021734610528,-73.93920223915505,LIC Beer Project,40.754666593461295,-73.93940550245183,Brewery
553,Long Island City,40.75021734610528,-73.93920223915505,The Huntress Whiskey n' Wings,40.75263238131445,-73.93984840880552,Bar
554,Long Island City,40.75021734610528,-73.93920223915505,Triple Shot World Atlas,40.750256135169806,-73.93959054726801,Coffee Shop
555,Long Island City,40.75021734610528,-73.93920223915505,SculptureCenter,40.746952192402134,-73.94106792860292,Art Museum
556,Long Island City,40.75021734610528,-73.93920223915505,House of Thai,40.753493785592234,-73.93787824622584,Thai Restaurant
557,Long Island City,40.75021734610528,-73.93920223915505,GoodFellas Pizza Inc.,40.753242,-73.937256,Pizza Place
558,Long Island City,40.75021734610528,-73.93920223915505,Birch Coffee,40.75313771432362,-73.94052570206453,Coffee Shop
559,Long Island City,40.75021734610528,-73.93920223915505,Hudson Food Market,40.749869,-73.937268,Market
560,Long Island City,40.75021734610528,-73.93920223915505,The Burger Garage,40.746847,-73.942472,Burger Joint
561,Long Island City,40.75021734610528,-73.93920223915505,Q4 Hotel,40.74955997525312,-73.93768766129769,Hostel
562,Long Island City,40.75021734610528,-73.93920223915505,MetLife Gym,40.75034016256897,-73.93923941029905,Gym
563,Long Island City,40.75021734610528,-73.93920223915505,Starbucks,40.750293,-73.940295,Coffee Shop
564,Long Island City,40.75021734610528,-73.93920223915505,Silvercup Studios,40.75107869225788,-73.9445611681755,General Entertainment
565,Long Island City,40.75021734610528,-73.93920223915505,Sapps,40.747957445244545,-73.93995806442221,Bar
566,Long Island City,40.75021734610528,-73.93920223915505,T-Mobile,40.75152817059678,-73.94115567361075,Mobile Phone Shop
567,Long Island City,40.75021734610528,-73.93920223915505,Caffeina Espresso Bar,40.74883614017126,-73.94443542088034,Café
568,Long Island City,40.75021734610528,-73.93920223915505,US Post Office,40.750828516537474,-73.94075731874317,Post Office
569,Long Island City,40.75021734610528,-73.93920223915505,Fairfield Inn & Suites by Marriott - Queensboro Bridge,40.7513393,-73.9351007,Hotel
570,Long Island City,40.75021734610528,-73.93920223915505,Dunkin',40.750899398023066,-73.93964693864041,Donut Shop
571,Long Island City,40.75021734610528,-73.93920223915505,City Chemist,40.747389,-73.943118,Pharmacy
572,Long Island City,40.75021734610528,-73.93920223915505,Chase Bank,40.7505244,-73.9408834,Bank
573,Long Island City,40.75021734610528,-73.93920223915505,Chickpea,40.74964397330064,-73.93925216272157,Mediterranean Restaurant
574,Long Island City,40.75021734610528,-73.93920223915505,Reis Art Studios,40.74967065765243,-73.94499775673688,Arts & Entertainment
575,Long Island City,40.75021734610528,-73.93920223915505,Oro Restaurant and Lounge,40.751803,-73.939319,Italian Restaurant
576,Long Island City,40.75021734610528,-73.93920223915505,Dunkin',40.75001860771349,-73.93979790270174,Donut Shop
577,Long Island City,40.75021734610528,-73.93920223915505,Mr. Wonton,40.747037,-73.942023,Chinese Restaurant
578,Long Island City,40.75021734610528,-73.93920223915505,Mike's Pizza,40.75224656731344,-73.9344749685542,Pizza Place
579,Long Island City,40.75021734610528,-73.93920223915505,Packard Square,40.75161094723286,-73.94058764889097,Residential Building (Apartment / Condo)
580,Long Island City,40.75021734610528,-73.93920223915505,Microtel Inn By Wyndham Long Island City,40.751972,-73.93522,Hotel
581,Long Island City,40.75021734610528,-73.93920223915505,Hotel Verve,40.75210114933238,-73.93558502197266,Hotel
582,Long Island City,40.75021734610528,-73.93920223915505,LIC Arts Center,40.748882568094636,-73.94466698169708,Art Gallery
583,Long Island City,40.75021734610528,-73.93920223915505,Quality Inn,40.752011,-73.93448,Hotel
584,Long Island City,40.75021734610528,-73.93920223915505,Franky’s Souvlaki,40.74820213078366,-73.9395039064052,Food Truck
585,Long Island City,40.75021734610528,-73.93920223915505,Helen Uffner Vintage Clothing,40.74950101702211,-73.93594480079439,Boutique
586,Long Island City,40.75021734610528,-73.93920223915505,The Club at Jackson Park,40.74783114032341,-73.93783307230466,Gym / Fitness Center
587,Long Island City,40.75021734610528,-73.93920223915505,NORTHERN BRAKE AND TRANSMISSION,40.75133828211419,-73.93474778157997,Automotive Shop
588,Long Island City,40.75021734610528,-73.93920223915505,MTA Bus - Q32/Q60 - Queens Plaza South & 28th St,40.74731354250843,-73.93562332997219,Bus Station
589,Long Island City,40.75021734610528,-73.93920223915505,Spring Thyme Day Spa,40.751816994896835,-73.93434318194547,Spa
590,Sunnyside,40.74017628351924,-73.92691617561577,Nita's European Bakery,40.73968122217404,-73.92476940874033,Bakery
591,Sunnyside,40.74017628351924,-73.92691617561577,Marabella's Pizza,40.74017373127598,-73.92391877458819,Pizza Place
592,Sunnyside,40.74017628351924,-73.92691617561577,Don Pollo II,40.740049127070606,-73.92376298045315,Peruvian Restaurant
593,Sunnyside,40.74017628351924,-73.92691617561577,Fish House,40.740322041131535,-73.92314173140358,Seafood Restaurant
594,Sunnyside,40.74017628351924,-73.92691617561577,La Pollera Colorada,40.740246916058155,-73.92341896737977,South American Restaurant
595,Sunnyside,40.74017628351924,-73.92691617561577,I Love Paraguay,40.741087267057395,-73.92149020353071,South American Restaurant
596,Sunnyside,40.74017628351924,-73.92691617561577,Pete's Grill,40.74369686270076,-73.92575405150966,Diner
597,Sunnyside,40.74017628351924,-73.92691617561577,SoleLuna,40.7440962823303,-73.92412726169988,Italian Restaurant
598,Sunnyside,40.74017628351924,-73.92691617561577,Lowery Liquor & Wine Co,40.743673063519815,-73.92384048264886,Liquor Store
599,Sunnyside,40.74017628351924,-73.92691617561577,Philomena's,40.743404,-73.922905,Pizza Place
600,Sunnyside,40.74017628351924,-73.92691617561577,Sunnyside Pizza,40.743909065444484,-73.92405483919823,Pizza Place
601,Sunnyside,40.74017628351924,-73.92691617561577,Thalia Spanish Theater,40.740208,-73.923517,Theater
602,Sunnyside,40.74017628351924,-73.92691617561577,Baruir's Coffee Store,40.74387879879115,-73.9240077997006,Coffee Shop
603,Sunnyside,40.74017628351924,-73.92691617561577,Amy's Bread (Whole Sale),40.74034118652344,-73.93112182617188,Bakery
604,Sunnyside,40.74017628351924,-73.92691617561577,"Thomas P. Noonan, Jr. Playground",40.74105257409956,-73.92221292964575,Park
605,Sunnyside,40.74017628351924,-73.92691617561577,Dollar Tree,40.74418698514606,-73.9258845070036,Discount Store
606,Sunnyside,40.74017628351924,-73.92691617561577,Tropical Restaurant,40.737414061585,-73.9296089614148,Restaurant
607,Sunnyside,40.74017628351924,-73.92691617561577,Ten Full Chinese,40.74000627173716,-73.9250860394811,Chinese Restaurant
608,Sunnyside,40.74017628351924,-73.92691617561577,La Hoguera Paisa,40.743614718142844,-73.92385086044575,Latin American Restaurant
609,Sunnyside,40.74017628351924,-73.92691617561577,The Courtyard Ale House,40.74365359176295,-73.92365419546228,Pub
610,Sunnyside,40.74017628351924,-73.92691617561577,CTown Supermarkets,40.74054713498354,-73.92322137951851,Grocery Store
611,Sunnyside,40.74017628351924,-73.92691617561577,La Vienesa Bakery,40.743815639239465,-73.92460411393647,Bakery
612,Sunnyside,40.74017628351924,-73.92691617561577,Coffee Tossy,40.740498,-73.92258,Coffee Shop
613,Sunnyside,40.74017628351924,-73.92691617561577,Sunnyside Fresh Taco,40.740704898921116,-73.92247156667575,Taco Place
614,Sunnyside,40.74017628351924,-73.92691617561577,Forever 21,40.738651275634766,-73.93049621582031,Clothing Store
615,Sunnyside,40.74017628351924,-73.92691617561577,Holiday Inn Express,40.73688507080078,-73.92790222167969,Hotel
616,Sunnyside,40.74017628351924,-73.92691617561577,Deals,40.74418420205419,-73.92580780894133,Discount Store
617,Sunnyside,40.74017628351924,-73.92691617561577,McDonald's,40.7435303,-73.9268881,Fast Food Restaurant
618,Sunnyside,40.74017628351924,-73.92691617561577,Verdecchio,40.74412171762285,-73.92535366786534,Pizza Place
619,Sunnyside,40.74017628351924,-73.92691617561577,Oasis Pizza & Gyro,40.74354675388641,-73.9243298302878,Pizza Place
620,Sunnyside,40.74017628351924,-73.92691617561577,China Garden,40.74196662199372,-73.9257191253221,Chinese Restaurant
621,Sunnyside,40.74017628351924,-73.92691617561577,Tangra Fusion,40.744235943684586,-73.92497559549653,Chinese Restaurant
622,Sunnyside,40.74017628351924,-73.92691617561577,New York Sports Club,40.7445923,-73.925885,Gym / Fitness Center
623,Sunnyside,40.74017628351924,-73.92691617561577,Mario's Restautant,40.74140215468407,-73.92177087585327,Italian Restaurant
624,Sunnyside,40.74017628351924,-73.92691617561577,Mi Nuevo Rancho,40.74125571397621,-73.92119918171072,Mexican Restaurant
625,Sunnyside,40.74017628351924,-73.92691617561577,Limoncito con Ron,40.74413950634663,-73.92479921120155,Bar
626,Sunnyside,40.74017628351924,-73.92691617561577,Sunrise Restaurant & Grill,40.739939126893695,-73.9236998304767,BBQ Joint
627,Sunnyside,40.74017628351924,-73.92691617561577,Aponte Deli Grocery,40.73738633547079,-73.92956459450187,Deli / Bodega
628,Sunnyside,40.74017628351924,-73.92691617561577,pete's ice cream truck,40.741506,-73.922429,Ice Cream Shop
629,Sunnyside,40.74017628351924,-73.92691617561577,Q39,40.73950787597606,-73.92181106260323,Bus Stop
630,Sunnyside,40.74017628351924,-73.92691617561577,G&C Deli Grocery,40.739261627197266,-73.92112731933594,Deli / Bodega
631,East Elmhurst,40.76407323883091,-73.86704147658772,Baskin-Robbins,40.762238699408485,-73.8688798219074,Ice Cream Shop
632,East Elmhurst,40.76407323883091,-73.86704147658772,Dunkin',40.762185223635456,-73.86891978680535,Donut Shop
633,East Elmhurst,40.76407323883091,-73.86704147658772,Elements Lounge,40.76743296874557,-73.86704831806546,Hotel Bar
634,East Elmhurst,40.76407323883091,-73.86704147658772,Hertz,40.767307,-73.867262,Rental Car Location
635,East Elmhurst,40.76407323883091,-73.86704147658772,Starbucks,40.76850483755989,-73.86790170363254,Coffee Shop
636,East Elmhurst,40.76407323883091,-73.86704147658772,Lucky,40.762210845947266,-73.86895751953125,Chinese Restaurant
637,East Elmhurst,40.76407323883091,-73.86704147658772,MTA Bus - Q19/Q49 (Astoria Blvd/100th St),40.76213455200195,-73.86965942382812,Bus Station
638,East Elmhurst,40.76407323883091,-73.86704147658772,Fair Movie Theatre,40.76149854803785,-73.86561041349407,Indie Movie Theater
639,East Elmhurst,40.76407323883091,-73.86704147658772,Dunkin',40.767388095944625,-73.86500016690191,Donut Shop
640,East Elmhurst,40.76407323883091,-73.86704147658772,Trade Fair,40.761963665098946,-73.8699107084977,Supermarket
641,East Elmhurst,40.76407323883091,-73.86704147658772,Pavilion Grille,40.76738847557482,-73.86696621004268,American Restaurant
642,East Elmhurst,40.76407323883091,-73.86704147658772,Cafe Y Algo Mas,40.76241914302818,-73.8708361238626,Latin American Restaurant
643,East Elmhurst,40.76407323883091,-73.86704147658772,Flushing Bay,40.76286396355218,-73.86275021502344,Lake
644,East Elmhurst,40.76407323883091,-73.86704147658772,Gulf,40.764974291340614,-73.86163416059846,Gas Station
645,East Elmhurst,40.76407323883091,-73.86704147658772,Big Bread Bakery,40.76834969594986,-73.86775239732003,Bakery
646,Maspeth,40.725427374093606,-73.89621713626859,Rosa's Pizza,40.72686299417401,-73.89551730598838,Pizza Place
647,Maspeth,40.725427374093606,-73.89621713626859,Iavarone Bros.,40.7258989157838,-73.89506489038467,Gourmet Shop
648,Maspeth,40.725427374093606,-73.89621713626859,Good Eats Diner,40.72643679285672,-73.89440158262548,Diner
649,Maspeth,40.725427374093606,-73.89621713626859,Joey's Pizza,40.726224144417756,-73.89517217874527,Pizza Place
650,Maspeth,40.725427374093606,-73.89621713626859,Fame Diner,40.72720304445241,-73.89334857203721,Diner
651,Maspeth,40.725427374093606,-73.89621713626859,Glendale Bake Shop,40.726481395697554,-73.89468009608129,Bakery
652,Maspeth,40.725427374093606,-73.89621713626859,Isabella's Ices,40.72771402167123,-73.89535752906895,Dessert Shop
653,Maspeth,40.725427374093606,-73.89621713626859,Patrizia's of Maspeth,40.726765,-73.89427,Italian Restaurant
654,Maspeth,40.725427374093606,-73.89621713626859,Home Made Taqueria,40.727878403294014,-73.89215271563427,Taco Place
655,Maspeth,40.725427374093606,-73.89621713626859,Connolly's Corner,40.728143632937375,-73.89168402237512,Sports Bar
656,Maspeth,40.725427374093606,-73.89621713626859,Maspeth Pizza,40.72796674429386,-73.89194948419956,Pizza Place
657,Maspeth,40.725427374093606,-73.89621713626859,Peggy Dempsey's,40.722861309886596,-73.90101691183963,Pub
658,Maspeth,40.725427374093606,-73.89621713626859,Wakamatsu,40.727544,-73.892359,Japanese Restaurant
659,Maspeth,40.725427374093606,-73.89621713626859,Carvel,40.7264552,-73.894865,Ice Cream Shop
660,Maspeth,40.725427374093606,-73.89621713626859,Dunkin',40.7259905,-73.8949249,Donut Shop
661,Maspeth,40.725427374093606,-73.89621713626859,T-Mobile,40.72724859556207,-73.89357878848841,Mobile Phone Shop
662,Maspeth,40.725427374093606,-73.89621713626859,Sakura 7,40.724224290322006,-73.89865857617956,Sushi Restaurant
663,Maspeth,40.725427374093606,-73.89621713626859,Verizon Wireless,40.72683772953261,-73.89387927068252,Mobile Phone Shop
664,Maspeth,40.725427374093606,-73.89621713626859,Chase Bank,40.724055349110444,-73.898403042477,Bank
665,Maspeth,40.725427374093606,-73.89621713626859,Subway,40.72755264313823,-73.89310906135961,Sandwich Place
666,Maspeth,40.725427374093606,-73.89621713626859,Chase Bank,40.727114,-73.893757,Bank
667,Maspeth,40.725427374093606,-73.89621713626859,Marketplace by Key Food,40.724543133501335,-73.89821491382719,Grocery Store
668,Maspeth,40.725427374093606,-73.89621713626859,Key Food,40.724792,-73.89681,Grocery Store
669,Maspeth,40.725427374093606,-73.89621713626859,CVS pharmacy,40.72716120053256,-73.89275014400482,Pharmacy
670,Maspeth,40.725427374093606,-73.89621713626859,New maspeth diner,40.72377014160156,-73.89981842041016,Diner
671,Maspeth,40.725427374093606,-73.89621713626859,Hush,40.72741652774789,-73.89262963193312,Lounge
672,Maspeth,40.725427374093606,-73.89621713626859,Enchanted Florist & Greenhouse Ltd,40.723209,-73.900146,Flower Shop
673,Maspeth,40.725427374093606,-73.89621713626859,Yeun Wah Takeout,40.72224004055848,-73.89270794268955,Chinese Restaurant
674,Maspeth,40.725427374093606,-73.89621713626859,Jim Von Eiff - State Farm Insurance Agent,40.722959,-73.900773,Insurance Office
675,Maspeth,40.725427374093606,-73.89621713626859,Maria deli,40.726414918899536,-73.90176236629486,Deli / Bodega
676,Maspeth,40.725427374093606,-73.89621713626859,Whitefish Triangle Park,40.7265168428421,-73.9017516374588,Park
677,Maspeth,40.725427374093606,-73.89621713626859,Zheng Good Taste,40.721752,-73.892946,Chinese Restaurant
678,Ridgewood,40.70832315613858,-73.90143517559589,Joe's Restaurant,40.707452,-73.903355,Italian Restaurant
679,Ridgewood,40.70832315613858,-73.90143517559589,Taquerias Kermes,40.70789873691417,-73.89776182399763,Mexican Restaurant
680,Ridgewood,40.70832315613858,-73.90143517559589,Catania Bakery,40.71012699361419,-73.8992077355002,Bakery
681,Ridgewood,40.70832315613858,-73.90143517559589,Tendo Sushi,40.708226241227656,-73.89794374920605,Sushi Restaurant
682,Ridgewood,40.70832315613858,-73.90143517559589,Energy Fuel,40.709503399758056,-73.89881307779598,Restaurant
683,Ridgewood,40.70832315613858,-73.90143517559589,Rosa's Pizza,40.712168,-73.900103,Pizza Place
684,Ridgewood,40.70832315613858,-73.90143517559589,Coco Lin Vegetarian House,40.70985332374339,-73.89901825484232,Vegetarian / Vegan Restaurant
685,Ridgewood,40.70832315613858,-73.90143517559589,Grimaldi Bakery,40.708992551382075,-73.90638495281291,Bakery
686,Ridgewood,40.70832315613858,-73.90143517559589,Valentino Food Market,40.706852,-73.897537,Grocery Store
687,Ridgewood,40.70832315613858,-73.90143517559589,Windjammer,40.709294556811074,-73.90702053176494,Bar
688,Ridgewood,40.70832315613858,-73.90143517559589,Gottscheer Hall,40.706689614792886,-73.90561429681502,German Restaurant
689,Ridgewood,40.70832315613858,-73.90143517559589,Królewskie Jadło,40.70833633053024,-73.89792556009421,Polish Restaurant
690,Ridgewood,40.70832315613858,-73.90143517559589,Cute Cat Cafe,40.7067435381023,-73.89704939091492,Café
691,Ridgewood,40.70832315613858,-73.90143517559589,C. Lo Cafe,40.70634,-73.905525,Café
692,Ridgewood,40.70832315613858,-73.90143517559589,Corato Pizza,40.70594008860232,-73.89667694340271,Pizza Place
693,Ridgewood,40.70832315613858,-73.90143517559589,Paradise Aquarium,40.70862178355144,-73.8981733143278,Pet Store
694,Ridgewood,40.70832315613858,-73.90143517559589,Delight Diner,40.70622820207209,-73.89683181158352,Diner
695,Ridgewood,40.70832315613858,-73.90143517559589,Price Choice Food Market,40.710124285274425,-73.89921847931261,Grocery Store
696,Ridgewood,40.70832315613858,-73.90143517559589,Rosemary's Playground,40.70438330642548,-73.90416402464187,Playground
697,Ridgewood,40.70832315613858,-73.90143517559589,Garlic to the Chicken,40.705042,-73.90219,Korean Restaurant
698,Ridgewood,40.70832315613858,-73.90143517559589,T-Mobile,40.70622,-73.896565,Mobile Phone Shop
699,Ridgewood,40.70832315613858,-73.90143517559589,GNC,40.70689010620117,-73.89679718017578,Supplement Shop
700,Ridgewood,40.70832315613858,-73.90143517559589,Jin Ramen Sushi,40.707713,-73.89748,Noodle House
701,Ridgewood,40.70832315613858,-73.90143517559589,Verizon,40.706748962402344,-73.89739227294922,Mobile Phone Shop
702,Ridgewood,40.70832315613858,-73.90143517559589,Rite Aid,40.7089052,-73.9058477,Pharmacy
703,Ridgewood,40.70832315613858,-73.90143517559589,Force Fitness Club,40.71184139603129,-73.89974413558309,Gym
704,Ridgewood,40.70832315613858,-73.90143517559589,Chase Bank,40.705842382912614,-73.89684327435414,Bank
705,Ridgewood,40.70832315613858,-73.90143517559589,Subway Restaurant,40.70602637473902,-73.89678430602264,Sandwich Place
706,Ridgewood,40.70832315613858,-73.90143517559589,Bosna Express,40.7047175707264,-73.90237811480169,Eastern European Restaurant
707,Ridgewood,40.70832315613858,-73.90143517559589,Gyro World,40.7072799,-73.8970487,Greek Restaurant
708,Ridgewood,40.70832315613858,-73.90143517559589,Fresh Pond Spice,40.71014,-73.899582,Indian Restaurant
709,Ridgewood,40.70832315613858,-73.90143517559589,chili cafe,40.70988845825195,-73.89871215820312,Thai Restaurant
710,Ridgewood,40.70832315613858,-73.90143517559589,Minitalia Pizza,40.708276426744774,-73.89793209484023,Pizza Place
711,Ridgewood,40.70832315613858,-73.90143517559589,TD Bank,40.712311144677955,-73.90073977791417,Bank
712,Ridgewood,40.70832315613858,-73.90143517559589,Maspeth Federal Savings,40.707174,-73.89759,Bank
713,Ridgewood,40.70832315613858,-73.90143517559589,Gyro World,40.70714,-73.897194,Greek Restaurant
714,Ridgewood,40.70832315613858,-73.90143517559589,Krystal European Bakery,40.70664596557617,-73.8973388671875,Bakery
715,Ridgewood,40.70832315613858,-73.90143517559589,Anthony's Deli,40.71189880371094,-73.90054321289062,Deli / Bodega
716,Ridgewood,40.70832315613858,-73.90143517559589,"MTA Bus Stop: Putnam Av & Fresh Pond Rd. - Q58, B13, B20",40.706618054808565,-73.89710038644934,Bus Station
717,Ridgewood,40.70832315613858,-73.90143517559589,Spirit Taekwondo,40.71214279364706,-73.90014197917037,Martial Arts School
718,Glendale,40.70276242967838,-73.87074167435605,Cook's Arts & Crafts Shoppe,40.70316969249906,-73.86783671477868,Arts & Crafts Store
719,Glendale,40.70276242967838,-73.87074167435605,Finback Brewery,40.70656669482739,-73.87317894974458,Brewery
720,Glendale,40.70276242967838,-73.87074167435605,Home Service Beer,40.703479178836645,-73.87139189958565,Food & Drink Shop
721,Glendale,40.70276242967838,-73.87074167435605,Bambino Pizza 2,40.703112,-73.868178,Pizza Place
722,Glendale,40.70276242967838,-73.87074167435605,Roma Deli,40.70341110229492,-73.86531066894531,Deli / Bodega
723,Rego Park,40.72897409480735,-73.8578268690537,Avellino Ristorante & Pizzeria,40.72976798666398,-73.86045074006529,Italian Restaurant
724,Rego Park,40.72897409480735,-73.8578268690537,Chidori Japanese Cuisine,40.72983751109504,-73.86024658786918,Sushi Restaurant
725,Rego Park,40.72897409480735,-73.8578268690537,the dinerbar,40.72918462944002,-73.85934906847199,American Restaurant
726,Rego Park,40.72897409480735,-73.8578268690537,Tiger Schulmann's Mixed Martial Arts,40.729543485568534,-73.86001888162345,Martial Arts School
727,Rego Park,40.72897409480735,-73.8578268690537,Tower Diner,40.72761060121135,-73.8548801452468,Diner
728,Rego Park,40.72897409480735,-73.8578268690537,Marani,40.73129513680654,-73.85999871551813,Kosher Restaurant
729,Rego Park,40.72897409480735,-73.8578268690537,Bamboo Ya,40.72981230326564,-73.86081224868165,Japanese Restaurant
730,Rego Park,40.72897409480735,-73.8578268690537,Rego Park Pastry,40.73145604737717,-73.85988564755635,Bakery
731,Rego Park,40.72897409480735,-73.8578268690537,Tandoori Food & Bakery,40.732417272485726,-73.85687957310599,Bakery
732,Rego Park,40.72897409480735,-73.8578268690537,Rego Park Wines & Liquors,40.731312181336506,-73.86006056881963,Liquor Store
733,Rego Park,40.72897409480735,-73.8578268690537,Roast N Co,40.726657950724366,-73.85358868303673,Restaurant
734,Rego Park,40.72897409480735,-73.8578268690537,Blacksea Fish & Grill,40.730417901575635,-73.86342417544638,Mediterranean Restaurant
735,Rego Park,40.72897409480735,-73.8578268690537,Paris Baguette,40.73013621565319,-73.86157994325103,Bakery
736,Rego Park,40.72897409480735,-73.8578268690537,Knish Nosh Knishes & Franks,40.727108,-73.854817,Snack Place
737,Rego Park,40.72897409480735,-73.8578268690537,CVS pharmacy,40.73089767932838,-73.86072934253633,Pharmacy
738,Rego Park,40.72897409480735,-73.8578268690537,Family Fruit Farm,40.728757096338434,-73.86336726333742,Grocery Store
739,Rego Park,40.72897409480735,-73.8578268690537,Grand Sichuan,40.72702335142174,-73.85478566841853,Chinese Restaurant
740,Rego Park,40.72897409480735,-73.8578268690537,Rego Park Sake Sushi,40.73043826020163,-73.86341361853336,Sushi Restaurant
741,Rego Park,40.72897409480735,-73.8578268690537,Fresh Value Market Place,40.7296745100919,-73.86270284992953,Health Food Store
742,Rego Park,40.72897409480735,-73.8578268690537,T-Mobile,40.730024,-73.860795,Mobile Phone Shop
743,Rego Park,40.72897409480735,-73.8578268690537,J&D Pizzeria & Restaurant,40.73248653909926,-73.85741921688103,Pizza Place
744,Rego Park,40.72897409480735,-73.8578268690537,Lot-Less Closeouts,40.72942316924522,-73.8614647981297,Discount Store
745,Rego Park,40.72897409480735,-73.8578268690537,Subway,40.72997254620758,-73.8629303994278,Sandwich Place
746,Rego Park,40.72897409480735,-73.8578268690537,Rego Bagels,40.72960265150517,-73.86263640477898,Bagel Shop
747,Rego Park,40.72897409480735,-73.8578268690537,Starbucks,40.729803939216424,-73.8626648555788,Coffee Shop
748,Rego Park,40.72897409480735,-73.8578268690537,CVS pharmacy,40.72679064351588,-73.85377220539202,Pharmacy
749,Rego Park,40.72897409480735,-73.8578268690537,Bed Bath & Beyond,40.7307719,-73.8626232,Furniture / Home Store
750,Rego Park,40.72897409480735,-73.8578268690537,Tasty & Co,40.72933398688946,-73.86295628417427,Chinese Restaurant
751,Rego Park,40.72897409480735,-73.8578268690537,Andre's Hungarian Bakery,40.72650660404446,-73.85308336045614,Bakery
752,Rego Park,40.72897409480735,-73.8578268690537,SUBWAY,40.72703027704455,-73.85307388455895,Sandwich Place
753,Rego Park,40.72897409480735,-73.8578268690537,Primadonna,40.72654718702401,-73.85342725705016,Pizza Place
754,Rego Park,40.72897409480735,-73.8578268690537,The Bund,40.72649858656626,-73.85303432178617,Shanghai Restaurant
755,Rego Park,40.72897409480735,-73.8578268690537,Dunkin',40.72715164278294,-73.8531961616568,Donut Shop
756,Rego Park,40.72897409480735,-73.8578268690537,Fruit Ranch,40.72664512369095,-73.85344044925777,Grocery Store
757,Rego Park,40.72897409480735,-73.8578268690537,New York Sports Clubs,40.7273394,-73.8534734,Gym / Fitness Center
758,Rego Park,40.72897409480735,-73.8578268690537,Net Cost Market,40.729160397842854,-73.85987196816605,Market
